Created on 03-09-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-02-26 05-PM,BCHUSD,1225.75,1238.66,1220.87,1237,31.99,39295.18
2018-02-26 04-PM,BCHUSD,1242.48,1256.09,1220.87,1225.75,67.72,83603.68
2018-02-26 03-PM,BCHUSD,1236.82,1246.16,1228.9,1242.48,27.04,33492.73
2018-02-26 02-PM,BCHUSD,1230.57,1271.58,1228.22,1236.82,219.37,275277.17
2018-02-26 01-PM,BCHUSD,1190,1260,1190,1230.57,300.41,371083.45
2018-02-26 12-PM,BCHUSD,1178.71,1190.52,1167.5,1190,85.49,100358.62
2018-02-26 11-AM,BCHUSD,1171.57,1180,1162.66,1178.71,10.69,12523.86
2018-02-26 10-AM,BCHUSD,1146.64,1171.57,1146.64,1171.57,33.51,38962.66
2018-02-26 09-AM,BCHUSD,1142.09,1157.37,1142.09,1146.64,11.6,13320.22
2018-02-26 08-AM,BCHUSD,1149,1154.9,1137.96,1142.09,35.35,40258.4
2018-02-26 07-AM,BCHUSD,1145.7,1152.51,1141,1149,213.42,245234.68
2018-02-26 06-AM,BCHUSD,1160.14,1165.18,1140,1145.7,20.27,23349.79
2018-02-26 05-AM,BCHUSD,1170,1177.6,1159.87,1160.14,26.95,31360.02
2018-02-26 04-AM,BCHUSD,1176.19,1177.91,1168.2,1170,242.61,285317.18
2018-02-26 03-AM,BCHUSD,1180,1186.13,1176.19,1176.19,91.52,107672.53
2018-02-26 02-AM,BCHUSD,1177.54,1192.98,1170.4,1180,62.87,74615.4
2018-02-26 01-AM,BCHUSD,1165.88,1177.54,1160.23,1177.54,38.58,45084.97
2018-02-26 12-AM,BCHUSD,1168.96,1170.55,1160.23,1165.88,106.05,123604.04
2018-02-25 11-PM,BCHUSD,1190,1192.53,1167.96,1168.96,133.56,158805.1
2018-02-25 10-PM,BCHUSD,1165,1190,1165,1190,35.24,41480.03
2018-02-25 09-PM,BCHUSD,1160.68,1167.96,1159.64,1165,39.67,46226.95
2018-02-25 08-PM,BCHUSD,1158.18,1166,1154.3,1160.68,99.77,115814.7
2018-02-25 07-PM,BCHUSD,1160.32,1168.27,1158.18,1158.18,40.42,47177.5
2018-02-25 06-PM,BCHUSD,1161.99,1161.99,1143.55,1160.32,27.56,31810.11
2018-02-25 05-PM,BCHUSD,1151.31,1162,1150.8,1161.99,65.8,76035.93
2018-02-25 04-PM,BCHUSD,1147.79,1156.07,1142.1,1151.31,192.23,222077.75
2018-02-25 03-PM,BCHUSD,1141.59,1155.39,1132,1147.79,110.02,125548.35
2018-02-25 02-PM,BCHUSD,1147.17,1153.88,1141.59,1141.59,91.86,105357.04
2018-02-25 01-PM,BCHUSD,1159.95,1169.58,1141.83,1147.17,274.2,314743.01
2018-02-25 12-PM,BCHUSD,1178.47,1179.79,1156.03,1159.95,72.83,84677.9
2018-02-25 11-AM,BCHUSD,1179.59,1182.16,1170.72,1178.47,14.65,17276.75
2018-02-25 10-AM,BCHUSD,1171,1179.59,1163.22,1179.59,6.59,7758.63
2018-02-25 09-AM,BCHUSD,1172.5,1180.84,1163.22,1171,95.05,111765.3
2018-02-25 08-AM,BCHUSD,1192.92,1192.92,1170,1172.5,47.51,56051.79
2018-02-25 07-AM,BCHUSD,1196.63,1200,1190.84,1192.92,39.3,47101.82
2018-02-25 06-AM,BCHUSD,1190.59,1196.63,1183.1,1196.63,12.11,14434.27
2018-02-25 05-AM,BCHUSD,1188.56,1192.98,1176.5,1190.59,19.87,23529.29
2018-02-25 04-AM,BCHUSD,1164.82,1191.04,1161.44,1188.56,36.26,42907.46
2018-02-25 03-AM,BCHUSD,1171.84,1173.22,1152.33,1164.82,12.76,14816.16
2018-02-25 02-AM,BCHUSD,1190,1191.19,1171.84,1171.84,36.94,43678.6
2018-02-25 01-AM,BCHUSD,1168.33,1191.59,1168.33,1190,16.31,19363.96
2018-02-25 12-AM,BCHUSD,1179.71,1179.71,1165.61,1168.33,13.1,15329.35
2018-02-24 11-PM,BCHUSD,1141.14,1180,1141.14,1179.71,47.1,55161.46
2018-02-24 10-PM,BCHUSD,1140.61,1162.39,1132.21,1141.14,68.48,78846.12
2018-02-24 09-PM,BCHUSD,1131.13,1140.61,1131.1,1140.61,880.94,999148.46
2018-02-24 08-PM,BCHUSD,1170.34,1170.34,1130,1131.13,123.42,140490.45
2018-02-24 07-PM,BCHUSD,1175,1175.71,1166.73,1170.34,26.41,30960.67
2018-02-24 06-PM,BCHUSD,1181.29,1189.79,1175,1175,6.03,7128.77
2018-02-24 05-PM,BCHUSD,1187.53,1196.91,1174.06,1181.29,16.91,20008.37
2018-02-24 04-PM,BCHUSD,1183.66,1196.91,1177,1187.53,8.59,10220.14
