Created on 03-09-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-02-26 07-AM,ETHUSD,836.99,844.28,835,842.47,907.79,760621.27
2018-02-26 06-AM,ETHUSD,851.15,851.15,835.02,836.99,743.41,624720.22
2018-02-26 05-AM,ETHUSD,852.91,854.05,847.1,851.15,145.75,123770.37
2018-02-26 04-AM,ETHUSD,850.92,853.31,845.1,852.91,307.81,261539.66
2018-02-26 03-AM,ETHUSD,856.03,856.57,847.94,850.92,392.04,333755.71
2018-02-26 02-AM,ETHUSD,854,858.4,851.09,856.03,530.47,453277.13
2018-02-26 01-AM,ETHUSD,844.77,854,844.77,854,408.44,347103.64
2018-02-26 12-AM,ETHUSD,842.65,846.66,841.1,844.77,112.75,95100.44
2018-02-25 11-PM,ETHUSD,848.8,848.81,838.97,842.65,105.99,89591.93
2018-02-25 10-PM,ETHUSD,840.39,848.9,838.05,848.8,158.66,133865.63
2018-02-25 09-PM,ETHUSD,838.86,843.9,837.31,840.39,291.18,244682.26
2018-02-25 08-PM,ETHUSD,837.11,842,834.16,838.86,343.56,288245.82
2018-02-25 07-PM,ETHUSD,832.01,838.88,829.42,837.11,180.83,150846.78
2018-02-25 06-PM,ETHUSD,826.57,834.38,823.8,832.01,625.27,518095.67
2018-02-25 05-PM,ETHUSD,828.88,831.56,826.57,826.57,116.73,96874.68
2018-02-25 04-PM,ETHUSD,827.4,831.32,823.98,828.88,470.13,389390.7
2018-02-25 03-PM,ETHUSD,822.99,830.38,818.38,827.4,1183.53,971191.65
2018-02-25 02-PM,ETHUSD,827.07,831.77,822.68,822.99,222.27,183866.39
2018-02-25 01-PM,ETHUSD,831.52,833.93,821.14,827.07,396.05,327747.63
2018-02-25 12-PM,ETHUSD,839.9,842.35,827.45,831.52,312.7,260794.24
2018-02-25 11-AM,ETHUSD,840.29,846.56,833.78,839.9,309.82,260831.4
2018-02-25 10-AM,ETHUSD,839.49,844.08,835.02,840.29,294.99,247684.67
2018-02-25 09-AM,ETHUSD,837.12,842.16,830.92,839.49,797.93,667336.02
2018-02-25 08-AM,ETHUSD,844.89,847.33,834.31,837.12,364.38,306573.81
2018-02-25 07-AM,ETHUSD,848.83,851.38,841.19,844.89,295.17,249881.83
2018-02-25 06-AM,ETHUSD,842.16,850.84,839.85,848.83,419.01,354672.02
2018-02-25 05-AM,ETHUSD,841.05,843.35,837,842.16,112.97,94994.29
2018-02-25 04-AM,ETHUSD,834.05,843.14,830.93,841.05,510.81,428320.01
2018-02-25 03-AM,ETHUSD,835.24,835.39,825.03,834.05,508.21,422415.08
2018-02-25 02-AM,ETHUSD,840.02,841.84,832.02,835.24,268.1,224551.19
2018-02-25 01-AM,ETHUSD,830,841.63,830,840.02,518.27,433977.12
2018-02-25 12-AM,ETHUSD,835.74,836,824.43,830,182.32,151157.5
2018-02-24 11-PM,ETHUSD,831,839.32,829.53,835.74,133.93,111717.45
2018-02-24 10-PM,ETHUSD,821.53,834,817.5,831,133.13,109996.17
2018-02-24 09-PM,ETHUSD,810.41,821.76,810.39,821.53,341.72,279175.11
2018-02-24 08-PM,ETHUSD,823.04,823.04,809.01,810.41,811.45,661416.45
2018-02-24 07-PM,ETHUSD,821,827.77,817,823.04,236.37,194447.01
2018-02-24 06-PM,ETHUSD,824,830.88,821,821,339.02,279978.88
2018-02-24 05-PM,ETHUSD,831.92,837.35,821.05,824,468.47,387528.42
2018-02-24 04-PM,ETHUSD,829.66,838.24,826.02,831.92,497.99,413745.06
2018-02-24 03-PM,ETHUSD,837.49,838,829,829.66,271.72,226724.02
2018-02-24 02-PM,ETHUSD,830.01,844.63,826.9,837.49,752.63,630294.79
2018-02-24 01-PM,ETHUSD,835.58,835.58,823.02,830.01,865.35,717028.4
2018-02-24 12-PM,ETHUSD,828.5,839.9,822.2,835.58,797.62,663710.0
2018-02-24 11-AM,ETHUSD,826.2,834.98,819.21,828.5,387.87,320364.6
2018-02-24 10-AM,ETHUSD,847.18,847.18,819.41,826.2,1337.14,1105411.74
2018-02-24 09-AM,ETHUSD,838.35,851.84,838.35,847.18,121.29,102760.2
2018-02-24 08-AM,ETHUSD,848.7,848.7,836.64,838.35,205.79,173057.87
2018-02-24 07-AM,ETHUSD,850,850,835.52,848.7,543.81,458070.54
2018-02-24 06-AM,ETHUSD,868.72,872.66,845,850,768.35,655886.95
